incident_id,agent,original_decision,human_label,run_1_decision,run_1_match,run_2_decision,run_2_match,run_3_decision,run_3_match,run_4_decision,run_4_match,run_5_decision,run_5_match,run_6_decision,run_6_match,run_7_decision,run_7_match,inter_run_consistent,unique_rerun_decisions,image_count
IN26022812221235909849,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022812224265112830,cx,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,4
IN26022812224265112830,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812240068960164,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022812240068960164,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812253708382465,cx,No Issue,No Issue,No Issue,True,No Issue,True,,,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022812253708382465,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812253792603576,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022812253792603576,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022812273304580424,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022812273304580424,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812283423305597,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022812283423305597,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022812302822162770,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022812302822162770,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812320362911065,cx,No Issue,Misshipment,Misshipment,False,No Issue,True,No Issue,True,Misshipment,False,No Issue,True,Misshipment,False,No Issue,True,False,Misshipment|No Issue,3
IN26022812320362911065,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812341577440789,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022812341577440789,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812342127901934,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022812342127901934,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022812382355884214,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,4
IN26022812382355884214,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812392830301195,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022812392830301195,obd,Misshipment,Misshipment,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,True,Can't Say,2
IN26022812393560118914,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022812393560118914,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022812442312174028,cx,Can't Say,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,3
IN26022812442312174028,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022812474071681363,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022812474071681363,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022812481130564424,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022812481130564424,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022812515579875265,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022812515579875265,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022812533108081087,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022812533108081087,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022812540721889781,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022812540721889781,obd,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022812582095704862,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022812582095704862,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022813000139837379,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022813000139837379,obd,Can't Say,Can't Say,,,,,,,,,,,,,,,,,1
IN26022813001229761675,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813001229761675,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813015653212422,cx,Misshipment,Can't Say,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022813015653212422,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022813055521399037,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022813055521399037,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813082117132086,cx,Misshipment,Major Damage,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813082117132086,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022813085767356584,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813085767356584,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813090035365664,cx,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022813090035365664,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022813092320545585,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813092320545585,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022813102431545012,cx,No Issue,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,4
IN26022813102431545012,obd,Can't Say,Misshipment,,,,,,,,,,,,,,,,,1
IN26022813164209714167,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813164209714167,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813171184964069,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813171184964069,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022813175942614580,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022813175942614580,obd,No Issue,No Issue,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,True,Can't Say,2
IN26022813200321090527,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022813200321090527,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813203541788463,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813203541788463,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022813222420402654,cx,Misshipment,Can't Say,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813222420402654,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813222799113384,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813222799113384,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813225438737328,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022813225438737328,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022813250984772041,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022813250984772041,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022813293134308318,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022813293134308318,obd,Misshipment,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022813302178689579,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813302178689579,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813343770381395,cx,Misshipment,No Issue,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,True,Can't Say,3
IN26022813343770381395,obd,Can't Say,No Issue,Can't Say,True,No Issue,False,Can't Say,True,Can't Say,True,No Issue,False,Can't Say,True,No Issue,False,False,Can't Say|No Issue,1
IN26022813381378723169,cx,Misshipment,Misshipment,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Major Missing,False,Major Missing,False,Multiple Issue,False,Multiple Issue,False,False,Major Missing|Multiple Issue,4
IN26022813381378723169,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813401981901662,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022813401981901662,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813412008103194,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813412008103194,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813432979415113,cx,Misshipment,Misshipment,Can't Say,False,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,False,Can't Say|Misshipment,3
IN26022813432979415113,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022813433548644009,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813433548644009,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022813440453971002,cx,Misshipment,No Issue,No Issue,False,Misshipment,True,Misshipment,True,No Issue,False,No Issue,False,Misshipment,True,No Issue,False,False,Misshipment|No Issue,3
IN26022813440453971002,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022813453121367613,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022813453121367613,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,,,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022813524722551800,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,4
IN26022813524722551800,obd,No Issue,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,2
IN26022813570134636277,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022813570134636277,obd,No Issue,No Issue,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,2
IN26022813590929269780,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022813590929269780,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814002100877057,cx,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,3
IN26022814002100877057,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814004099769662,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022814004099769662,obd,Misshipment,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022814070125868156,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022814070125868156,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022814085054511606,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022814085054511606,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814090579576775,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022814090579576775,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814112047328777,cx,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,3
IN26022814112047328777,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022814125905741931,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814125905741931,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814164838895925,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814164838895925,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814185300580700,cx,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,4
IN26022814185300580700,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814211518012892,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022814211518012892,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814260696798586,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022814260696798586,obd,No Issue,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,2
IN26022814273367208984,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022814273367208984,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022814332066757872,cx,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,4
IN26022814332066757872,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814350998892534,cx,Misshipment,Misshipment,Misshipment,True,No Issue,False,No Issue,False,Misshipment,True,No Issue,False,Misshipment,True,No Issue,False,False,Misshipment|No Issue,4
IN26022814350998892534,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814361517871108,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814361517871108,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814385278196059,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022814385278196059,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814393124071935,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814393124071935,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814403182069811,cx,No Issue,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,4
IN26022814403182069811,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814420118869715,cx,No Issue,Misshipment,No Issue,True,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,No Issue,True,False,Misshipment|No Issue,3
IN26022814420118869715,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814444978494323,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022814444978494323,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022814454591660322,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,4
IN26022814454591660322,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022814461416173352,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814461416173352,obd,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022814482221420987,cx,Minor Damage,Minor Damage,Can't Say,False,Can't Say,False,Can't Say,False,No Issue,False,Can't Say,False,No Issue,False,No Issue,False,False,Can't Say|No Issue,4
IN26022814482221420987,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814482990240385,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022814482990240385,obd,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022814491752190717,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814491752190717,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022814513897614616,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022814513897614616,obd,Can't Say,Can't Say,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,,,Misshipment,False,Misshipment,False,True,Misshipment,2
IN26022814523145906220,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022814523145906220,obd,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022814534667220222,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
